eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
554,78,245,6777.074987785802,1,25,tertiary,12178243-35434673,110403771,110367725,"LINESTRING (-122.658388 37.939364,-122.6585363 37.9394853,-122.658626 37.939529,-122.658829 37.939675,-122.659106 37.939916,-122.659227 37.939965,-122.659272 37.939964,-122.659351 37.939928,-122.659556 37.939734,-122.659755 37.939647,-122.659977 37.939599,-122.660203 37.939571,-122.660386 37.939569,-122.660517 37.9396,-122.660581 37.939651,-122.660602 37.93972,-122.660521 37.939926,-122.66052 37.940034,-122.660725 37.940315,-122.660788 37.940367,-122.66083 37.940382,-122.660875 37.940387,-122.66096 37.940364,-122.661301 37.940122,-122.6615424 37.9400242,-122.661678 37.94001,-122.66181 37.940038,-122.661887 37.940077,-122.661941 37.940134,-122.661999 37.940271,-122.662021 37.940632,-122.662001 37.940776,-122.661963 37.94088,-122.661876 37.941006,-122.661576 37.941231,-122.661494 37.941317,-122.661483 37.941388,-122.661498 37.941459,-122.661583 37.941543,-122.661856 37.941737,-122.661977 37.941845,-122.662081 37.942084,-122.662144 37.94218,-122.662289 37.942319,-122.662406 37.942374,-122.662541 37.942375,-122.662866 37.942242,-122.663044 37.942212,-122.663586 37.942287,-122.663673 37.942308,-122.663749 37.942348,-122.663804 37.942405,-122.663837 37.942472,-122.663904 37.942719,-122.663902 37.942935,-122.663841 37.943109,-122.663856 37.943179,-122.663904 37.943241,-122.664059 37.943373,-122.664146 37.94354,-122.66424 37.943664,-122.66433 37.943745,-122.664451 37.943795,-122.664539 37.943784,-122.664638 37.943709,-122.66477 37.94344,-122.664826 37.943385,-122.664909 37.943355,-122.665091 37.943338,-122.665165 37.943298,-122.665191 37.943231,-122.665091 37.94303,-122.665087 37.942958,-122.665114 37.94289,-122.665175 37.942836,-122.665321 37.942749,-122.665599 37.942623,-122.666097 37.942438,-122.666495 37.942259,-122.666636 37.942167,-122.666881 37.941953,-122.666993 37.94189,-122.667077 37.941863,-122.667167 37.941851,-122.667304 37.941859,-122.667842 37.94195,-122.667996 37.942026,-122.668047 37.942085,-122.668074 37.942154,-122.66807 37.942262,-122.668033 37.942366,-122.667901 37.942596,-122.667596 37.942999,-122.667473 37.943271,-122.66739 37.943552,-122.667367 37.943695,-122.667417 37.943833,-122.667487 37.943876,-122.667577 37.943869,-122.667942 37.94372,-122.668033 37.943709,-122.668307 37.943718,-122.668397 37.943705,-122.668874 37.94349,-122.669091 37.943434,-122.669272 37.943442,-122.669622 37.943613,-122.669711 37.943624,-122.669754 37.943614,-122.669853 37.94354,-122.669923 37.943407,-122.669983 37.943086,-122.670028 37.942947,-122.670108 37.942859,-122.670218 37.942795,-122.670346 37.942756,-122.670526 37.942728,-122.671299 37.942655,-122.671471 37.9427,-122.671646 37.942816,-122.671726 37.942851,-122.67186 37.942852,-122.671976 37.942795,-122.67214 37.942669,-122.672391 37.942368,-122.672524 37.942269,-122.672652 37.942232,-122.673016 37.942215,-122.6733269 37.9419587,-122.6735714 37.9417639,-122.6738033 37.9417059,-122.6739562 37.9417334,-122.6743976 37.9419218,-122.6746137 37.9418121,-122.6749057 37.9417693,-122.6751654 37.9418554,-122.6754757 37.942077,-122.6756154 37.9423338,-122.6756154 37.9426317,-122.6754523 37.9429769,-122.6752815 37.943202,-122.6752807 37.9434033,-122.675313 37.9435082,-122.6753566 37.9436758,-122.6754827 37.9437625,-122.675657 37.943735,-122.6759673 37.9436944,-122.6762685 37.9437562,-122.6765073 37.9438873,-122.6765931 37.9440608,-122.676611 37.9442223,-122.6764737 37.9444322,-122.6763364 37.9446961,-122.6765046 37.9448742,-122.6766827 37.9450998,-122.6766427 37.9451999,-122.6765623 37.9453818,-122.6761918 37.9458993,-122.6761569 37.9460897,-122.6763556 37.9461856,-122.6765003 37.9463139,-122.6764922 37.9464704,-122.6764386 37.9466354,-122.6763876 37.9467771,-122.676395 37.946924,-122.676632 37.946907,-122.6768819 37.9468562,-122.6771012 37.9467695,-122.6773329 37.9465249,-122.6774153 37.9462114,-122.6776604 37.9460048,-122.677914 37.945961,-122.6780884 37.945801,-122.6781639 37.9453965,-122.6782544 37.9452076,-122.6784824 37.9447994,-122.6787184 37.9443594,-122.678951 37.9442506,-122.6793587 37.9442669,-122.6795473 37.9442403,-122.6795931 37.9441244,-122.679486 37.943886,-122.67947 37.943573,-122.679608 37.94326,-122.679928 37.943032,-122.680218 37.942902,-122.6805407 37.9429141,-122.6806909 37.9427428,-122.6808599 37.9424932,-122.6809752 37.9422816,-122.680981 37.942009,-122.681072 37.941887,-122.6813346 37.9416471,-122.6815626 37.9414398,-122.681729 37.941323,-122.6821259 37.9409448,-122.6823217 37.9408432,-122.6824 37.94085,-122.6829815 37.9409511,-122.6832497 37.941023,-122.6834294 37.941078,-122.6835019 37.9410569,-122.6835287 37.9409617,-122.683392 37.940865,-122.683132 37.940605,-122.683056 37.940399,-122.6832043 37.9403039,-122.6833169 37.9401918,-122.683407 37.940132,-122.683636 37.93998,-122.6837489 37.9398456,-122.6840297 37.9397501,-122.6843132 37.9396824,-122.6844544 37.9396959,-122.6846914 37.9397014,-122.684979 37.939606,-122.6852324 37.9394977,-122.6853324 37.9393439,-122.685299 37.939103,-122.6854004 37.9388245,-122.685604 37.938592,-122.6859494 37.9384724,-122.686047 37.938485,-122.686172 37.9385465,-122.6863731 37.9385951,-122.686467 37.9385613,-122.6865406 37.9384641,-122.686751 37.9383169,-122.6867969 37.9382588,-122.686781 37.9381685,-122.6867755 37.9379986,-122.686813 37.9378716,-122.687039 37.937723,-122.6874959 37.9376044,-122.6879852 37.9374655,-122.6884814 37.9371693,-122.6885645 37.9370572,-122.688584 37.9369413,-122.6885846 37.9368425,-122.6884465 37.9367885,-122.6882118 37.9368224,-122.6877733 37.9369779,-122.6874554 37.9370731,-122.6873159 37.9370096,-122.6873374 37.9369144,-122.6876834 37.93676,-122.6879003 37.9362788,-122.6879628 37.935642,-122.6879628 37.9352167,-122.688065 37.935058,-122.688252 37.934972,-122.688413 37.934875,-122.688638 37.934675,-122.68882 37.934568,-122.688966 37.934522,-122.689166 37.934505,-122.689263 37.934523,-122.689458 37.934591,-122.689624 37.934613,-122.689814 37.93459,-122.690287 37.934395,-122.690589 37.93421,-122.690678 37.934172,-122.690765 37.934159,-122.690902 37.934185,-122.691154 37.934283,-122.691435 37.934305,-122.691521 37.934327,-122.691623 37.934395,-122.691671 37.934475,-122.691669 37.934579,-122.691615 37.934642,-122.691561 37.934673,-122.691316 37.934717,-122.691251 37.934747,-122.691179 37.934841,-122.691206 37.935058,-122.691173 37.935177,-122.691065 37.935342,-122.690935 37.935685,-122.690941 37.935771,-122.690975 37.935811,-122.691039 37.935842,-122.691204 37.935851,-122.691406 37.935829,-122.691609 37.935832,-122.691815 37.935882,-122.691889 37.935922,-122.691953 37.935993,-122.692044 37.936148,-122.69211 37.936193,-122.692194 37.936211,-122.692366 37.936179,-122.692731 37.936033,-122.692898 37.936014,-122.693022 37.936022,-122.69314 37.936053,-122.693295 37.936153,-122.693683 37.936621,-122.693779 37.936649,-122.693816 37.936641,-122.693869 37.936594,-122.693888 37.936526,-122.69386 37.936123,-122.69389 37.935865,-122.693948 37.935748,-122.694033 37.935653,-122.694173 37.935563,-122.694331 37.935493,-122.694746 37.935346,-122.69511 37.935229,-122.69537 37.935172,-122.695698 37.935157,-122.696015 37.935171,-122.696392 37.935232,-122.696573 37.93525,-122.696663 37.935244,-122.696778 37.93521,-122.696859 37.935163,-122.697113 37.934958,-122.697367 37.9346398)"
555,78,97,672.5541697949328,1,25,tertiary,12178243-35434673,110403771,110404843,"LINESTRING (-122.658388 37.939364,-122.6582793 37.9394894,-122.6581777 37.9398824,-122.6581164 37.9400967,-122.6579864 37.9402821,-122.6579028 37.9404294,-122.6579127 37.9406698,-122.6579763 37.9409303,-122.6580798 37.9410885,-122.6581983 37.9412116,-122.6583354 37.9413715,-122.6583846 37.9414393,-122.6584044 37.9415356,-122.6583928 37.941614,-122.6583576 37.941675,-122.6582907 37.9416972,-122.6582309 37.9416945,-122.6581605 37.9416528,-122.6580373 37.9414613,-122.6577487 37.9411338,-122.6576607 37.9409561,-122.657549 37.940774,-122.657335 37.940491,-122.657268 37.940355,-122.657267 37.940246,-122.657341 37.940035,-122.657329 37.939963,-122.657288 37.939898,-122.657223 37.939846,-122.656975 37.939748,-122.65689 37.939664,-122.656869 37.939556,-122.656892 37.9393,-122.656872 37.93923,-122.656812 37.939176,-122.656645 37.939113,-122.656187 37.939056)"
556,97,78,672.5541697949328,1,25,tertiary,12178243-35434673,110404843,110403771,"LINESTRING (-122.656187 37.939056,-122.656645 37.939113,-122.656812 37.939176,-122.656872 37.93923,-122.656892 37.9393,-122.656869 37.939556,-122.65689 37.939664,-122.656975 37.939748,-122.657223 37.939846,-122.657288 37.939898,-122.657329 37.939963,-122.657341 37.940035,-122.657267 37.940246,-122.657268 37.940355,-122.657335 37.940491,-122.657549 37.940774,-122.6576607 37.9409561,-122.6577487 37.9411338,-122.6580373 37.9414613,-122.6581605 37.9416528,-122.6582309 37.9416945,-122.6582907 37.9416972,-122.6583576 37.941675,-122.6583928 37.941614,-122.6584044 37.9415356,-122.6583846 37.9414393,-122.6583354 37.9413715,-122.6581983 37.9412116,-122.6580798 37.9410885,-122.6579763 37.9409303,-122.6579127 37.9406698,-122.6579028 37.9404294,-122.6579864 37.9402821,-122.6581164 37.9400967,-122.6581777 37.9398824,-122.6582793 37.9394894,-122.658388 37.939364)"
557,48,188,363.11207718118766,1,25,residential,12178471-12178474,110366323,110365449,"LINESTRING (-122.7047833 37.8984623,-122.7048707 37.8985943,-122.7050916 37.8987643,-122.705289 37.898875,-122.7056311 37.8988428,-122.7065782 37.8987028,-122.7068861 37.8986483,-122.707334 37.89847,-122.707672 37.8983955,-122.707929 37.898264,-122.7081803 37.8982113,-122.7085122 37.8981091)"
558,188,48,363.11207718118766,1,25,residential,12178471-12178474,110365449,110366323,"LINESTRING (-122.7085122 37.8981091,-122.7081803 37.8982113,-122.707929 37.898264,-122.707672 37.8983955,-122.707334 37.89847,-122.7068861 37.8986483,-122.7065782 37.8987028,-122.7056311 37.8988428,-122.705289 37.898875,-122.7050916 37.8987643,-122.7048707 37.8985943,-122.7047833 37.8984623)"
559,188,57,66.04475300591024,1,25,residential,12178471-12178474,110365449,110406281,"LINESTRING (-122.7085122 37.8981091,-122.708496 37.898026,-122.708391 37.8975229)"
560,57,188,66.04475300591024,1,25,residential,12178471-12178474,110406281,110365449,"LINESTRING (-122.708391 37.8975229,-122.708496 37.898026,-122.7085122 37.8981091)"
561,202,134,111.228879681893,1,25,residential,12187687-687879584,110393241,110443298,"LINESTRING (-122.6865835 37.9094266,-122.6865794 37.9093481,-122.6865726 37.9092192,-122.6865947 37.9090543,-122.6866603 37.9089151,-122.6869194 37.908594,-122.6869458 37.9084985)"
562,134,202,111.228879681893,1,25,residential,12187687-687879584,110443298,110393241,"LINESTRING (-122.6869458 37.9084985,-122.6869194 37.908594,-122.6866603 37.9089151,-122.6865947 37.9090543,-122.6865726 37.9092192,-122.6865794 37.9093481,-122.6865835 37.9094266)"
563,134,61,64.60637232164665,1,25,residential,12187687-687879584,110443298,110350999,"LINESTRING (-122.6869458 37.9084985,-122.6869522 37.9083264,-122.6868786 37.9079217)"
564,61,134,64.60637232164665,1,25,residential,12187687-687879584,110350999,110443298,"LINESTRING (-122.6868786 37.9079217,-122.6869522 37.9083264,-122.6869458 37.9084985)"
565,61,135,16.15122547680454,1,25,residential,12187687-687879584,110350999,110443299,"LINESTRING (-122.6868786 37.9079217,-122.6868737 37.9077765)"
566,135,61,16.15122547680454,1,25,residential,12187687-687879584,110443299,110350999,"LINESTRING (-122.6868737 37.9077765,-122.6868786 37.9079217)"
567,135,137,89.89484298490078,1,25,residential,12187687-687879584,110443299,110443301,"LINESTRING (-122.6868737 37.9077765,-122.6867195 37.9074716,-122.6865808 37.907235,-122.6864362 37.9070475)"
568,137,135,89.89484298490078,1,25,residential,12187687-687879584,110443301,110443299,"LINESTRING (-122.6864362 37.9070475,-122.6865808 37.907235,-122.6867195 37.9074716,-122.6868737 37.9077765)"
569,137,140,158.61577501645598,1,25,residential,12187687-687879584,110443301,110443304,"LINESTRING (-122.6864362 37.9070475,-122.686107 37.9066935,-122.6859512 37.9064043,-122.6859259 37.9062987,-122.6859222 37.9061135,-122.6859852 37.9057363)"
570,140,137,158.61577501645598,1,25,residential,12187687-687879584,110443304,110443301,"LINESTRING (-122.6859852 37.9057363,-122.6859222 37.9061135,-122.6859259 37.9062987,-122.6859512 37.9064043,-122.686107 37.9066935,-122.6864362 37.9070475)"
571,140,23,67.50875482760408,1,25,residential,12187687-687879584,110443304,110402623,"LINESTRING (-122.6859852 37.9057363,-122.6860473 37.9054216,-122.6860421 37.905133)"
572,23,140,67.50875482760408,1,25,residential,12187687-687879584,110402623,110443304,"LINESTRING (-122.6860421 37.905133,-122.6860473 37.9054216,-122.6859852 37.9057363)"
573,23,148,19.551176812206307,1,25,residential,12187687-687879584,110402623,1900719912,"LINESTRING (-122.6860421 37.905133,-122.6860336 37.9049573)"
574,148,23,19.551176812206307,1,25,residential,12187687-687879584,1900719912,110402623,"LINESTRING (-122.6860336 37.9049573,-122.6860421 37.905133)"
575,245,193,6614.013522202677,1,35,primary,112927423-284555054-12183843,110367725,1695486861,"LINESTRING (-122.697367 37.9346398,-122.6959203 37.9341835,-122.695786 37.934139,-122.6956813 37.9340945,-122.6955712 37.9340437,-122.6954396 37.9339738,-122.6948889 37.9336285,-122.6947466 37.9335543,-122.6946123 37.9334866,-122.6945102 37.9334463,-122.6944028 37.9334103,-122.6943034 37.9333827,-122.694196 37.9333658,-122.6940939 37.9333594,-122.6939328 37.9333658,-122.693777 37.9333743,-122.692708 37.9335099,-122.6925952 37.9335183,-122.6925038 37.9335226,-122.6924152 37.9335183,-122.6923105 37.9335035,-122.6921976 37.9334738,-122.6920956 37.9334378,-122.691596 37.9331709,-122.6915074 37.9331179,-122.6914241 37.9330459,-122.6913623 37.9329802,-122.6911931 37.9327366,-122.6911206 37.9326646,-122.6910534 37.9326159,-122.6909863 37.9325904,-122.690903 37.9325735,-122.6907929 37.9325693,-122.6902423 37.932637,-122.6900999 37.9326434,-122.6899656 37.9326434,-122.689826 37.9326349,-122.689689 37.9326137,-122.6895386 37.9325777,-122.6894043 37.9325311,-122.6888751 37.9323341,-122.6887597 37.9322748,-122.6886844 37.9322155,-122.688628 37.9321519,-122.6885878 37.9320884,-122.6885528 37.93201,-122.6885313 37.9318892,-122.6885287 37.931743,-122.6885501 37.9316159,-122.6885958 37.9314422,-122.6886092 37.9313087,-122.6886119 37.9312007,-122.6886039 37.9311075,-122.6885743 37.9310143,-122.6885313 37.9309359,-122.6884749 37.9308469,-122.688389 37.9307431,-122.688303 37.9306626,-122.688209 37.9305969,-122.6881123 37.9305482,-122.6879942 37.9305037,-122.6878377 37.9304597,-122.6876101 37.9304296,-122.6862919 37.9303167,-122.6853888 37.9303476,-122.684567 37.930528,-122.684109 37.930543,-122.6833899 37.9302685,-122.6829729 37.9300589,-122.6826581 37.9299007,-122.6826191 37.9298687,-122.6823227 37.9296253,-122.6822183 37.9294572,-122.6821349 37.929323,-122.6821006 37.9289382,-122.6821796 37.9283465,-122.682188 37.9280789,-122.6821777 37.9278938,-122.6819878 37.9275991,-122.6813151 37.9271081,-122.6807852 37.9266135,-122.6805744 37.9263657,-122.6805049 37.9260251,-122.680349 37.9258513,-122.6797934 37.9255993,-122.679519 37.9254041,-122.6792013 37.9252252,-122.6787881 37.9250999,-122.6783832 37.9250921,-122.6779095 37.9251212,-122.6770462 37.9252104,-122.6764014 37.9251957,-122.676044 37.9250989,-122.6756951 37.9249418,-122.6753991 37.9247264,-122.6753166 37.9246367,-122.6751849 37.924428,-122.6747084 37.9236977,-122.6743753 37.9229187,-122.6739117 37.9224432,-122.673386 37.9221992,-122.6730571 37.9217878,-122.6727023 37.9215053,-122.6722171 37.9213413,-122.671767 37.9212562,-122.6715458 37.921116,-122.6711769 37.9206615,-122.6710089 37.9203888,-122.6702193 37.9188636,-122.670047 37.9185307,-122.6698739 37.9183736,-122.6689528 37.9180164,-122.668186 37.917803,-122.6678526 37.9176355,-122.6675786 37.917214,-122.6670053 37.9168588,-122.6664238 37.916371,-122.6662025 37.9161334,-122.6659747 37.9158096,-122.6653887 37.9148952,-122.6652197 37.9146349,-122.6651588 37.9145258,-122.6650557 37.9143823,-122.6647842 37.9140698,-122.6637619 37.9131943,-122.6636571 37.9130961,-122.6635413 37.913015,-122.6631502 37.9128151,-122.663076 37.9127944,-122.6630104 37.9127806,-122.6629471 37.912772,-122.6626783 37.9127927,-122.6625451 37.9128013,-122.6624271 37.9128065,-122.662272 37.9127996,-122.6621191 37.9127789,-122.6619552 37.9127462,-122.6618307 37.9127065,-122.6617499 37.9126669,-122.6616668 37.9126152,-122.6615904 37.9125548,-122.6614986 37.9124738,-122.6611578 37.9121205,-122.6602748 37.9113079,-122.6601638 37.9112311,-122.6600589 37.9111656,-122.6599453 37.9111053,-122.6598252 37.9110484,-122.6596416 37.9109777,-122.6586279 37.9106261,-122.6585056 37.910583,-122.6583767 37.9105348,-122.6569744 37.9099653,-122.6568241 37.9099018,-122.6566947 37.9098384,-122.6565969 37.9097777,-122.65631 37.9095618,-122.6559764 37.9093108,-122.6557842 37.9092269,-122.6555294 37.9091566,-122.6552637 37.9091011,-122.6551698 37.9090815,-122.6549908 37.9090393,-122.6549375 37.9090149,-122.6548632 37.9089809,-122.6546756 37.9088475,-122.654506 37.9086792,-122.6542832 37.9083611,-122.6540568 37.9079465,-122.6537818 37.9075538,-122.6536284 37.9073974,-122.6534494 37.9072983,-122.6532384 37.9072348,-122.6518212 37.907108,-122.6515602 37.9070532,-122.6514003 37.9069919,-122.6513055 37.9069393,-122.651203 37.9068686,-122.6511005 37.9067614,-122.6509519 37.9065451,-122.6508776 37.9064622,-122.6507751 37.9063834,-122.650401 37.906159,-122.6502652 37.9060478,-122.6501679 37.9059366,-122.6500961 37.9058315,-122.6500244 37.9057001,-122.6499629 37.9055585,-122.6499193 37.9054102,-122.6498425 37.9050066,-122.6498015 37.9048995,-122.6497374 37.9048186,-122.6496452 37.9047458,-122.6489867 37.9042889,-122.6488381 37.904208,-122.6487074 37.9041534,-122.6484921 37.9040867,-122.6482154 37.9039917,-122.648054 37.9039169,-122.64789 37.9038279,-122.6477183 37.9037167,-122.6475723 37.9036096,-122.6474801 37.9035227,-122.6473981 37.9034357,-122.6473084 37.9033084,-122.6471828 37.9030698,-122.6470752 37.9029384,-122.6469317 37.9028049,-122.6465113 37.9024328,-122.6463578 37.9023238,-122.6461964 37.9022247,-122.6458182 37.9020275,-122.6455106 37.901813,-122.6453681 37.901639,-122.645121 37.9012539,-122.6443087 37.9003543)"
576,193,245,6614.013522202678,1,35,primary,112927423-284555054-12183843,1695486861,110367725,"LINESTRING (-122.6443087 37.9003543,-122.645121 37.9012539,-122.6453681 37.901639,-122.6455106 37.901813,-122.6458182 37.9020275,-122.6461964 37.9022247,-122.6463578 37.9023238,-122.6465113 37.9024328,-122.6469317 37.9028049,-122.6470752 37.9029384,-122.6471828 37.9030698,-122.6473084 37.9033084,-122.6473981 37.9034357,-122.6474801 37.9035227,-122.6475723 37.9036096,-122.6477183 37.9037167,-122.64789 37.9038279,-122.648054 37.9039169,-122.6482154 37.9039917,-122.6484921 37.9040867,-122.6487074 37.9041534,-122.6488381 37.904208,-122.6489867 37.9042889,-122.6496452 37.9047458,-122.6497374 37.9048186,-122.6498015 37.9048995,-122.6498425 37.9050066,-122.6499193 37.9054102,-122.6499629 37.9055585,-122.6500244 37.9057001,-122.6500961 37.9058315,-122.6501679 37.9059366,-122.6502652 37.9060478,-122.650401 37.906159,-122.6507751 37.9063834,-122.6508776 37.9064622,-122.6509519 37.9065451,-122.6511005 37.9067614,-122.651203 37.9068686,-122.6513055 37.9069393,-122.6514003 37.9069919,-122.6515602 37.9070532,-122.6518212 37.907108,-122.6532384 37.9072348,-122.6534494 37.9072983,-122.6536284 37.9073974,-122.6537818 37.9075538,-122.6540568 37.9079465,-122.6542832 37.9083611,-122.654506 37.9086792,-122.6546756 37.9088475,-122.6548632 37.9089809,-122.6549375 37.9090149,-122.6549908 37.9090393,-122.6551698 37.9090815,-122.6552637 37.9091011,-122.6555294 37.9091566,-122.6557842 37.9092269,-122.6559764 37.9093108,-122.65631 37.9095618,-122.6565969 37.9097777,-122.6566947 37.9098384,-122.6568241 37.9099018,-122.6569744 37.9099653,-122.6583767 37.9105348,-122.6585056 37.910583,-122.6586279 37.9106261,-122.6596416 37.9109777,-122.6598252 37.9110484,-122.6599453 37.9111053,-122.6600589 37.9111656,-122.6601638 37.9112311,-122.6602748 37.9113079,-122.6611578 37.9121205,-122.6614986 37.9124738,-122.6615904 37.9125548,-122.6616668 37.9126152,-122.6617499 37.9126669,-122.6618307 37.9127065,-122.6619552 37.9127462,-122.6621191 37.9127789,-122.662272 37.9127996,-122.6624271 37.9128065,-122.6625451 37.9128013,-122.6626783 37.9127927,-122.6629471 37.912772,-122.6630104 37.9127806,-122.663076 37.9127944,-122.6631502 37.9128151,-122.6635413 37.913015,-122.6636571 37.9130961,-122.6637619 37.9131943,-122.6647842 37.9140698,-122.6650557 37.9143823,-122.6651588 37.9145258,-122.6652197 37.9146349,-122.6653887 37.9148952,-122.6659747 37.9158096,-122.6662025 37.9161334,-122.6664238 37.916371,-122.6670053 37.9168588,-122.6675786 37.917214,-122.6678526 37.9176355,-122.668186 37.917803,-122.6689528 37.9180164,-122.6698739 37.9183736,-122.670047 37.9185307,-122.6702193 37.9188636,-122.6710089 37.9203888,-122.6711769 37.9206615,-122.6715458 37.921116,-122.671767 37.9212562,-122.6722171 37.9213413,-122.6727023 37.9215053,-122.6730571 37.9217878,-122.673386 37.9221992,-122.6739117 37.9224432,-122.6743753 37.9229187,-122.6747084 37.9236977,-122.6751849 37.924428,-122.6753166 37.9246367,-122.6753991 37.9247264,-122.6756951 37.9249418,-122.676044 37.9250989,-122.6764014 37.9251957,-122.6770462 37.9252104,-122.6779095 37.9251212,-122.6783832 37.9250921,-122.6787881 37.9250999,-122.6792013 37.9252252,-122.679519 37.9254041,-122.6797934 37.9255993,-122.680349 37.9258513,-122.6805049 37.9260251,-122.6805744 37.9263657,-122.6807852 37.9266135,-122.6813151 37.9271081,-122.6819878 37.9275991,-122.6821777 37.9278938,-122.682188 37.9280789,-122.6821796 37.9283465,-122.6821006 37.9289382,-122.6821349 37.929323,-122.6822183 37.9294572,-122.6823227 37.9296253,-122.6826191 37.9298687,-122.6826581 37.9299007,-122.6829729 37.9300589,-122.6833899 37.9302685,-122.684109 37.930543,-122.684567 37.930528,-122.6853888 37.9303476,-122.6862919 37.9303167,-122.6876101 37.9304296,-122.6878377 37.9304597,-122.6879942 37.9305037,-122.6881123 37.9305482,-122.688209 37.9305969,-122.688303 37.9306626,-122.688389 37.9307431,-122.6884749 37.9308469,-122.6885313 37.9309359,-122.6885743 37.9310143,-122.6886039 37.9311075,-122.6886119 37.9312007,-122.6886092 37.9313087,-122.6885958 37.9314422,-122.6885501 37.9316159,-122.6885287 37.931743,-122.6885313 37.9318892,-122.6885528 37.93201,-122.6885878 37.9320884,-122.688628 37.9321519,-122.6886844 37.9322155,-122.6887597 37.9322748,-122.6888751 37.9323341,-122.6894043 37.9325311,-122.6895386 37.9325777,-122.689689 37.9326137,-122.689826 37.9326349,-122.6899656 37.9326434,-122.6900999 37.9326434,-122.6902423 37.932637,-122.6907929 37.9325693,-122.690903 37.9325735,-122.6909863 37.9325904,-122.6910534 37.9326159,-122.6911206 37.9326646,-122.6911931 37.9327366,-122.6913623 37.9329802,-122.6914241 37.9330459,-122.6915074 37.9331179,-122.691596 37.9331709,-122.6920956 37.9334378,-122.6921976 37.9334738,-122.6923105 37.9335035,-122.6924152 37.9335183,-122.6925038 37.9335226,-122.6925952 37.9335183,-122.692708 37.9335099,-122.693777 37.9333743,-122.6939328 37.9333658,-122.6940939 37.9333594,-122.694196 37.9333658,-122.6943034 37.9333827,-122.6944028 37.9334103,-122.6945102 37.9334463,-122.6946123 37.9334866,-122.6947466 37.9335543,-122.6948889 37.9336285,-122.6954396 37.9339738,-122.6955712 37.9340437,-122.6956813 37.9340945,-122.695786 37.934139,-122.6959203 37.9341835,-122.697367 37.9346398)"
577,187,84,201.03373535479042,1,25,primary,620535175-125872383-620535178,1695486853,110427852,"LINESTRING (-122.6367077 37.8962486,-122.6369204 37.8964944,-122.6369672 37.8966039,-122.636985 37.8967252,-122.6369842 37.8970369,-122.6370136 37.897234,-122.6370734 37.8974621,-122.637248 37.8978409,-122.6372663 37.8978757,-122.6373059 37.8979588)"
578,84,187,201.03373535479042,1,25,primary,620535175-125872383-620535178,110427852,1695486853,"LINESTRING (-122.6373059 37.8979588,-122.6372663 37.8978757,-122.637248 37.8978409,-122.6370734 37.8974621,-122.6370136 37.897234,-122.6369842 37.8970369,-122.636985 37.8967252,-122.6369672 37.8966039,-122.6369204 37.8964944,-122.6367077 37.8962486)"
579,84,4,73.29230122124129,1,25,primary,620535175-125872383-620535178,110427852,110397449,"LINESTRING (-122.6373059 37.8979588,-122.6373774 37.8981704,-122.6374294 37.898283,-122.6375057 37.8983711,-122.6376101 37.8984308,-122.6377443 37.8984668)"
580,4,84,73.29230122124129,1,25,primary,620535175-125872383-620535178,110397449,110427852,"LINESTRING (-122.6377443 37.8984668,-122.6376101 37.8984308,-122.6375057 37.8983711,-122.6374294 37.898283,-122.6373774 37.8981704,-122.6373059 37.8979588)"
581,4,5,180.98857376844447,1,25,primary,620535175-125872383-620535178,110397449,110397451,"LINESTRING (-122.6377443 37.8984668,-122.6378753 37.8984854,-122.6380452 37.8984892,-122.6397046 37.8984999,-122.6398047 37.8985027)"
582,5,4,180.98857376844452,1,25,primary,620535175-125872383-620535178,110397451,110397449,"LINESTRING (-122.6398047 37.8985027,-122.6397046 37.8984999,-122.6380452 37.8984892,-122.6378753 37.8984854,-122.6377443 37.8984668)"
583,5,8,249.3552749578402,1,25,primary,620535175-125872383-620535178,110397451,110397457,"LINESTRING (-122.6398047 37.8985027,-122.6398943 37.8985171,-122.6404628 37.898648,-122.6406014 37.8986824,-122.6410986 37.8988059,-122.6417415 37.8989563,-122.6421127 37.8990293,-122.6423537 37.8990767,-122.642525 37.8991419)"
584,8,5,249.3552749578402,1,25,primary,620535175-125872383-620535178,110397457,110397451,"LINESTRING (-122.642525 37.8991419,-122.6423537 37.8990767,-122.6421127 37.8990293,-122.6417415 37.8989563,-122.6410986 37.8988059,-122.6406014 37.8986824,-122.6404628 37.898648,-122.6398943 37.8985171,-122.6398047 37.8985027)"
585,8,200,60.305261383057385,1,25,primary,620535175-125872383-620535178,110397457,1695486870,"LINESTRING (-122.642525 37.8991419,-122.6426629 37.8992579,-122.64294 37.8995727)"
586,200,8,60.305261383057385,1,25,primary,620535175-125872383-620535178,1695486870,110397457,"LINESTRING (-122.64294 37.8995727,-122.6426629 37.8992579,-122.642525 37.8991419)"
587,200,194,64.86739659053653,1,25,primary,620535175-125872383-620535178,1695486870,1695486863,"LINESTRING (-122.64294 37.8995727,-122.6431989 37.8997636,-122.6435402 37.8999041)"
588,194,200,64.86739659053653,1,25,primary,620535175-125872383-620535178,1695486863,1695486870,"LINESTRING (-122.6435402 37.8999041,-122.6431989 37.8997636,-122.64294 37.8995727)"
589,194,223,66.1901089822239,1,25,primary,620535175-125872383-620535178,1695486863,110427066,"LINESTRING (-122.6435402 37.8999041,-122.6438688 37.9000642,-122.644158 37.900244)"
