eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
590,223,194,66.1901089822239,1,25,primary,620535175-125872383-620535178,110427066,1695486863,"LINESTRING (-122.644158 37.900244,-122.6438688 37.9000642,-122.6435402 37.8999041)"
591,223,193,18.035099157839216,1,25,primary,620535175-125872383-620535178,110427066,1695486861,"LINESTRING (-122.644158 37.900244,-122.6443087 37.9003543)"
592,193,223,18.035099157839216,1,25,primary,620535175-125872383-620535178,1695486861,110427066,"LINESTRING (-122.6443087 37.9003543,-122.644158 37.900244)"
593,155,187,3718.2823443472553,1,25,primary,352161056-284555058-284555063-157338250,110397253,1695486853,"LINESTRING (-122.6112469 37.8828894,-122.611479 37.8827449,-122.611771 37.882532,-122.6120037 37.8822497,-122.6120777 37.8822112,-122.6121758 37.8821811,-122.6123097 37.8821578,-122.6124356 37.8821473,-122.6126258 37.8821457,-122.6126989 37.8821422,-122.6127603 37.8821212,-122.6128046 37.8820953,-122.6128233 37.8820647,-122.6128347 37.8819972,-122.6128458 37.8819003,-122.6128663 37.8817942,-122.6129326 37.881679,-122.6130542 37.8815484,-122.6132374 37.8812594,-122.6136026 37.8808731,-122.6136744 37.8807583,-122.613747 37.8805909,-122.6138123 37.8804803,-122.6138998 37.8803781,-122.6141157 37.8802032,-122.6143029 37.8800138,-122.6144021 37.8799506,-122.6144978 37.8799132,-122.6147097 37.8798589,-122.6149204 37.8798174,-122.6150973 37.8798119,-122.6152555 37.8798396,-122.6154506 37.8799251,-122.615559 37.8799426,-122.6156447 37.8799295,-122.615736 37.8798934,-122.6158004 37.8798371,-122.6161244 37.87935,-122.6162178 37.8792852,-122.6163281 37.8792585,-122.6164551 37.8792634,-122.6165387 37.8792965,-122.6167496 37.8794262,-122.6170267 37.879623,-122.6181417 37.8804256,-122.6184395 37.8805849,-122.6185277 37.8806372,-122.6185785 37.8806844,-122.6186118 37.8807663,-122.618648 37.8808954,-122.6187337 37.8810323,-122.6189909 37.8812665,-122.6190637 37.8813204,-122.6191495 37.8813632,-122.619231 37.881383,-122.6193183 37.8813832,-122.619634 37.8813466,-122.6197091 37.8813402,-122.6197976 37.8813424,-122.61987 37.8813572,-122.6199666 37.8813953,-122.620047 37.8814397,-122.620157 37.8815138,-122.6202195 37.8815901,-122.6202444 37.881636,-122.620287 37.8817882,-122.6203019 37.8818316,-122.6203304 37.8818746,-122.6204108 37.8819534,-122.6209889 37.8822711,-122.621071 37.8823322,-122.6211367 37.8824182,-122.6211955 37.8825147,-122.6212338 37.8826065,-122.6212488 37.8826788,-122.6212472 37.8827534,-122.6212111 37.8828685,-122.621191 37.8829348,-122.6211852 37.8830076,-122.6212017 37.8830677,-122.6212336 37.8831181,-122.6213023 37.8831728,-122.6215612 37.8833207,-122.6217919 37.8834672,-122.6218568 37.8835227,-122.6218987 37.8835703,-122.6219238 37.8836269,-122.6219185 37.8836943,-122.6218371 37.8838729,-122.6218338 37.8838981,-122.6218333 37.8839317,-122.6218448 37.883988,-122.6218564 37.8840163,-122.6218756 37.8840456,-122.6219004 37.8840716,-122.6219317 37.8840943,-122.6220102 37.8841362,-122.6223124 37.8842249,-122.6223685 37.8842545,-122.6223985 37.884299,-122.6224198 37.8843553,-122.6224139 37.8844051,-122.6223243 37.8846539,-122.6223254 37.8846839,-122.6223331 37.8847216,-122.6223578 37.8847678,-122.6224058 37.8848299,-122.6224518 37.8848932,-122.6224785 37.8849504,-122.6224867 37.8850024,-122.6224837 37.8850903,-122.6224728 37.8852564,-122.6225816 37.8855827,-122.6226016 37.8857702,-122.622636 37.8859017,-122.6228486 37.8861942,-122.6229812 37.8863507,-122.6231215 37.8864753,-122.6233027 37.8865723,-122.6234737 37.8866322,-122.6238016 37.8867468,-122.6239457 37.8867666,-122.6240979 37.886774,-122.6249533 37.8866614,-122.6255491 37.8866698,-122.6260301 37.8866283,-122.6262318 37.8866297,-122.6263558 37.8866535,-122.6265008 37.8867047,-122.6266568 37.8867488,-122.6267123 37.8867567,-122.6268044 37.8867362,-122.6269243 37.8866931,-122.6270069 37.8866731,-122.6271255 37.8866678,-122.6272082 37.8866836,-122.6273427 37.8867352,-122.6275973 37.8868614,-122.6278425 37.8869391,-122.6279552 37.8869719,-122.6281711 37.8870565,-122.6284432 37.8871698,-122.6285702 37.8872343,-122.6287419 37.8873001,-122.6288305 37.8873241,-122.6289468 37.8873341,-122.6290989 37.8873074,-122.6292141 37.8872864,-122.6293711 37.8872954,-122.6294496 37.8873164,-122.6295217 37.8873613,-122.6295736 37.8874123,-122.6296053 37.8874652,-122.6296318 37.8875402,-122.6296356 37.8875991,-122.6296217 37.887719,-122.6295635 37.8878529,-122.6294774 37.8879707,-122.6293723 37.8880906,-122.6293065 37.8881985,-122.6292584 37.8882884,-122.6292394 37.8883883,-122.629228 37.8884673,-122.6292273 37.8885654,-122.6292475 37.8886842,-122.6292789 37.8887798,-122.6293346 37.8888582,-122.6294383 37.8889471,-122.6295244 37.8890033,-122.6296183 37.8890533,-122.6297233 37.8891091,-122.6299202 37.8892104,-122.6301357 37.8893008,-122.6303055 37.8893516,-122.6304803 37.8893847,-122.6309359 37.8894446,-122.6310909 37.8895029,-122.6313212 37.8896455,-122.6320343 37.8901246,-122.6324043 37.8902552,-122.632608 37.8903422,-122.6332346 37.8908758,-122.6333717 37.8910044,-122.6334555 37.8911154,-122.6335145 37.8912544,-122.6335359 37.8914391,-122.6335492 37.8916354,-122.6334618 37.8920178,-122.6334502 37.8922693,-122.6334563 37.8925683,-122.6334815 37.8926827,-122.633549 37.8927895,-122.633687 37.8929327,-122.6338569 37.8930399,-122.6340074 37.8931154,-122.6341492 37.8931538,-122.6342921 37.8931607,-122.6344296 37.8931389,-122.6346122 37.8930922,-122.6347102 37.8930903,-122.6348072 37.8931047,-122.6349021 37.8931502,-122.6349789 37.8932334,-122.6350634 37.8934243,-122.6351513 37.8937454,-122.6352733 37.8939514,-122.6355239 37.8944152,-122.635621 37.8946513,-122.6356637 37.8947484,-122.6357306 37.8948304,-122.636023 37.8950928,-122.6361018 37.8951883,-122.6361543 37.8953315,-122.6362091 37.8956377,-122.6362867 37.8958196,-122.6363848 37.8959259,-122.6365309 37.8960826,-122.6367077 37.8962486)"
594,187,155,3718.282344347254,1,25,primary,352161056-284555058-284555063-157338250,1695486853,110397253,"LINESTRING (-122.6367077 37.8962486,-122.6365309 37.8960826,-122.6363848 37.8959259,-122.6362867 37.8958196,-122.6362091 37.8956377,-122.6361543 37.8953315,-122.6361018 37.8951883,-122.636023 37.8950928,-122.6357306 37.8948304,-122.6356637 37.8947484,-122.635621 37.8946513,-122.6355239 37.8944152,-122.6352733 37.8939514,-122.6351513 37.8937454,-122.6350634 37.8934243,-122.6349789 37.8932334,-122.6349021 37.8931502,-122.6348072 37.8931047,-122.6347102 37.8930903,-122.6346122 37.8930922,-122.6344296 37.8931389,-122.6342921 37.8931607,-122.6341492 37.8931538,-122.6340074 37.8931154,-122.6338569 37.8930399,-122.633687 37.8929327,-122.633549 37.8927895,-122.6334815 37.8926827,-122.6334563 37.8925683,-122.6334502 37.8922693,-122.6334618 37.8920178,-122.6335492 37.8916354,-122.6335359 37.8914391,-122.6335145 37.8912544,-122.6334555 37.8911154,-122.6333717 37.8910044,-122.6332346 37.8908758,-122.632608 37.8903422,-122.6324043 37.8902552,-122.6320343 37.8901246,-122.6313212 37.8896455,-122.6310909 37.8895029,-122.6309359 37.8894446,-122.6304803 37.8893847,-122.6303055 37.8893516,-122.6301357 37.8893008,-122.6299202 37.8892104,-122.6297233 37.8891091,-122.6296183 37.8890533,-122.6295244 37.8890033,-122.6294383 37.8889471,-122.6293346 37.8888582,-122.6292789 37.8887798,-122.6292475 37.8886842,-122.6292273 37.8885654,-122.629228 37.8884673,-122.6292394 37.8883883,-122.6292584 37.8882884,-122.6293065 37.8881985,-122.6293723 37.8880906,-122.6294774 37.8879707,-122.6295635 37.8878529,-122.6296217 37.887719,-122.6296356 37.8875991,-122.6296318 37.8875402,-122.6296053 37.8874652,-122.6295736 37.8874123,-122.6295217 37.8873613,-122.6294496 37.8873164,-122.6293711 37.8872954,-122.6292141 37.8872864,-122.6290989 37.8873074,-122.6289468 37.8873341,-122.6288305 37.8873241,-122.6287419 37.8873001,-122.6285702 37.8872343,-122.6284432 37.8871698,-122.6281711 37.8870565,-122.6279552 37.8869719,-122.6278425 37.8869391,-122.6275973 37.8868614,-122.6273427 37.8867352,-122.6272082 37.8866836,-122.6271255 37.8866678,-122.6270069 37.8866731,-122.6269243 37.8866931,-122.6268044 37.8867362,-122.6267123 37.8867567,-122.6266568 37.8867488,-122.6265008 37.8867047,-122.6263558 37.8866535,-122.6262318 37.8866297,-122.6260301 37.8866283,-122.6255491 37.8866698,-122.6249533 37.8866614,-122.6240979 37.886774,-122.6239457 37.8867666,-122.6238016 37.8867468,-122.6234737 37.8866322,-122.6233027 37.8865723,-122.6231215 37.8864753,-122.6229812 37.8863507,-122.6228486 37.8861942,-122.622636 37.8859017,-122.6226016 37.8857702,-122.6225816 37.8855827,-122.6224728 37.8852564,-122.6224837 37.8850903,-122.6224867 37.8850024,-122.6224785 37.8849504,-122.6224518 37.8848932,-122.6224058 37.8848299,-122.6223578 37.8847678,-122.6223331 37.8847216,-122.6223254 37.8846839,-122.6223243 37.8846539,-122.6224139 37.8844051,-122.6224198 37.8843553,-122.6223985 37.884299,-122.6223685 37.8842545,-122.6223124 37.8842249,-122.6220102 37.8841362,-122.6219317 37.8840943,-122.6219004 37.8840716,-122.6218756 37.8840456,-122.6218564 37.8840163,-122.6218448 37.883988,-122.6218333 37.8839317,-122.6218338 37.8838981,-122.6218371 37.8838729,-122.6219185 37.8836943,-122.6219238 37.8836269,-122.6218987 37.8835703,-122.6218568 37.8835227,-122.6217919 37.8834672,-122.6215612 37.8833207,-122.6213023 37.8831728,-122.6212336 37.8831181,-122.6212017 37.8830677,-122.6211852 37.8830076,-122.621191 37.8829348,-122.6212111 37.8828685,-122.6212472 37.8827534,-122.6212488 37.8826788,-122.6212338 37.8826065,-122.6211955 37.8825147,-122.6211367 37.8824182,-122.621071 37.8823322,-122.6209889 37.8822711,-122.6204108 37.8819534,-122.6203304 37.8818746,-122.6203019 37.8818316,-122.620287 37.8817882,-122.6202444 37.881636,-122.6202195 37.8815901,-122.620157 37.8815138,-122.620047 37.8814397,-122.6199666 37.8813953,-122.61987 37.8813572,-122.6197976 37.8813424,-122.6197091 37.8813402,-122.619634 37.8813466,-122.6193183 37.8813832,-122.619231 37.881383,-122.6191495 37.8813632,-122.6190637 37.8813204,-122.6189909 37.8812665,-122.6187337 37.8810323,-122.618648 37.8808954,-122.6186118 37.8807663,-122.6185785 37.8806844,-122.6185277 37.8806372,-122.6184395 37.8805849,-122.6181417 37.8804256,-122.6170267 37.879623,-122.6167496 37.8794262,-122.6165387 37.8792965,-122.6164551 37.8792634,-122.6163281 37.8792585,-122.6162178 37.8792852,-122.6161244 37.87935,-122.6158004 37.8798371,-122.615736 37.8798934,-122.6156447 37.8799295,-122.615559 37.8799426,-122.6154506 37.8799251,-122.6152555 37.8798396,-122.6150973 37.8798119,-122.6149204 37.8798174,-122.6147097 37.8798589,-122.6144978 37.8799132,-122.6144021 37.8799506,-122.6143029 37.8800138,-122.6141157 37.8802032,-122.6138998 37.8803781,-122.6138123 37.8804803,-122.613747 37.8805909,-122.6136744 37.8807583,-122.6136026 37.8808731,-122.6132374 37.8812594,-122.6130542 37.8815484,-122.6129326 37.881679,-122.6128663 37.8817942,-122.6128458 37.8819003,-122.6128347 37.8819972,-122.6128233 37.8820647,-122.6128046 37.8820953,-122.6127603 37.8821212,-122.6126989 37.8821422,-122.6126258 37.8821457,-122.6124356 37.8821473,-122.6123097 37.8821578,-122.6121758 37.8821811,-122.6120777 37.8822112,-122.6120037 37.8822497,-122.611771 37.882532,-122.611479 37.8827449,-122.6112469 37.8828894)"
595,248,183,1864.629442099444,1,35,tertiary,284555045-284555046-12176883,110367728,110393217,"LINESTRING (-122.6993673 37.9342581,-122.6992195 37.9338991,-122.6988503 37.9332685,-122.6986059 37.9329041,-122.6983814 37.9323475,-122.6981928 37.93188,-122.6978485 37.9313555,-122.697461 37.9309661,-122.6972119 37.9307585,-122.6969798 37.9304361,-122.6963846 37.9295462,-122.695997 37.9286746,-122.6956215 37.9276452,-122.6955137 37.9270443,-122.6953491 37.9262826,-122.6952334 37.9258858,-122.6947044 37.9251059,-122.694269 37.924441,-122.6933904 37.9233462,-122.6928348 37.9226896,-122.6925718 37.9222543,-122.692394 37.92196,-122.6919086 37.9211347,-122.6918136 37.9208465,-122.6917784 37.9206565,-122.6918362 37.9204389,-122.6919781 37.9202625,-122.6925506 37.9199386,-122.6933448 37.9194958)"
596,183,248,1864.6294420994434,1,35,tertiary,284555045-284555046-12176883,110393217,110367728,"LINESTRING (-122.6933448 37.9194958,-122.6925506 37.9199386,-122.6919781 37.9202625,-122.6918362 37.9204389,-122.6917784 37.9206565,-122.6918136 37.9208465,-122.6919086 37.9211347,-122.692394 37.92196,-122.6925718 37.9222543,-122.6928348 37.9226896,-122.6933904 37.9233462,-122.694269 37.924441,-122.6947044 37.9251059,-122.6952334 37.9258858,-122.6953491 37.9262826,-122.6955137 37.9270443,-122.6956215 37.9276452,-122.695997 37.9286746,-122.6963846 37.9295462,-122.6969798 37.9304361,-122.6972119 37.9307585,-122.697461 37.9309661,-122.6978485 37.9313555,-122.6981928 37.93188,-122.6983814 37.9323475,-122.6986059 37.9329041,-122.6988503 37.9332685,-122.6992195 37.9338991,-122.6993673 37.9342581)"
597,183,22,443.2382680280928,1,35,tertiary,284555045-284555046-12176883,110393217,110367804,"LINESTRING (-122.6933448 37.9194958,-122.6930919 37.919231,-122.69296 37.9190393,-122.6928678 37.9187976,-122.6928267 37.9186587,-122.6924244 37.9171763,-122.6919757 37.9156925)"
598,22,183,443.2382680280928,1,35,tertiary,284555045-284555046-12176883,110367804,110393217,"LINESTRING (-122.6919757 37.9156925,-122.6924244 37.9171763,-122.6928267 37.9186587,-122.6928678 37.9187976,-122.69296 37.9190393,-122.6930919 37.919231,-122.6933448 37.9194958)"
599,22,20,418.29727309766884,1,35,tertiary,284555045-284555046-12176883,110367804,110382886,"LINESTRING (-122.6919757 37.9156925,-122.6913128 37.9139257,-122.6911095 37.9133905,-122.6907598 37.9125652,-122.690445 37.9121424)"
600,20,22,418.29727309766884,1,35,tertiary,284555045-284555046-12176883,110382886,110367804,"LINESTRING (-122.690445 37.9121424,-122.6907598 37.9125652,-122.6911095 37.9133905,-122.6913128 37.9139257,-122.6919757 37.9156925)"
601,20,202,474.04927294684336,1,35,tertiary,284555045-284555046-12176883,110382886,110393241,"LINESTRING (-122.690445 37.9121424,-122.6901431 37.9118091,-122.6898033 37.9113592,-122.689476 37.9108444,-122.6893467 37.9106792,-122.6891879 37.9105352,-122.6889671 37.9103686,-122.6887443 37.9102273,-122.6883155 37.9100082,-122.6870529 37.9094912,-122.6868083 37.9094439,-122.6865835 37.9094266)"
602,202,20,474.04927294684336,1,35,tertiary,284555045-284555046-12176883,110393241,110382886,"LINESTRING (-122.6865835 37.9094266,-122.6868083 37.9094439,-122.6870529 37.9094912,-122.6883155 37.9100082,-122.6887443 37.9102273,-122.6889671 37.9103686,-122.6891879 37.9105352,-122.6893467 37.9106792,-122.689476 37.9108444,-122.6898033 37.9113592,-122.6901431 37.9118091,-122.690445 37.9121424)"
603,160,78,6148.538787015658,1,25,unclassified,659329865-659329864-12190886,1832805197,110403771,"LINESTRING (-122.6125662 37.9104521,-122.6126985 37.9104951,-122.6128655 37.9105314,-122.6129752 37.9105336,-122.6131856 37.9105238,-122.6132396 37.9105168,-122.6134546 37.9104717,-122.613728 37.9103674,-122.6142379 37.9101154,-122.6148314 37.9097451,-122.6152795 37.9094321,-122.6158963 37.9090996,-122.6161323 37.9090446,-122.6163818 37.909053,-122.6168726 37.9091356,-122.6174359 37.9092752,-122.6177792 37.9092985,-122.6181011 37.9092625,-122.618439 37.9091948,-122.6186961 37.9091581,-122.6189844 37.909174,-122.6192956 37.9092322,-122.6195651 37.9093465,-122.6198615 37.9095464,-122.6200479 37.9097126,-122.6201257 37.9098374,-122.6202021 37.9100459,-122.6202866 37.9102236,-122.6204422 37.9104014,-122.6205964 37.9105057,-122.6208187 37.9106063,-122.6215809 37.9108203,-122.6222 37.910905,-122.622566 37.910882,-122.6234999 37.9108775,-122.6237064 37.9108849,-122.6239049 37.910922,-122.6241141 37.9110024,-122.6244682 37.9111061,-122.6247167 37.9111345,-122.6249027 37.9111558,-122.6251763 37.9112193,-122.6253561 37.9113039,-122.6255786 37.9114595,-122.625643 37.9115441,-122.6256685 37.9116139,-122.6256604 37.9117018,-122.6256148 37.911779,-122.6246428 37.9125042,-122.6245994 37.9125791,-122.6245859 37.9126583,-122.6245913 37.9127589,-122.6246347 37.9128552,-122.6247513 37.9129686,-122.6248815 37.9130242,-122.6251283 37.9131205,-122.6252915 37.9132123,-122.6254239 37.9133259,-122.6255161 37.9134393,-122.6256599 37.9136447,-122.6257223 37.9138073,-122.6257819 37.9139229,-122.6258552 37.9139913,-122.6259908 37.914062,-122.6263894 37.9142075,-122.6265221 37.914333,-122.62719 37.9158848,-122.6273565 37.9161336,-122.6275014 37.9163193,-122.6276045 37.916392,-122.627713 37.9164241,-122.6278431 37.9164198,-122.6281116 37.9163535,-122.6282689 37.9163343,-122.6284154 37.9163557,-122.6285262 37.9164021,-122.6286561 37.9164737,-122.6287842 37.9166101,-122.6288222 37.9167451,-122.6288683 37.9173163,-122.628907 37.917666,-122.6289063 37.9178491,-122.6288032 37.9182128,-122.6287381 37.9184503,-122.6287273 37.9186536,-122.6287494 37.9188696,-122.6288096 37.9190359,-122.6288828 37.919187,-122.6290149 37.9193485,-122.6294514 37.9197875,-122.6299722 37.9203288,-122.6301701 37.920455,-122.6303356 37.9205171,-122.6306963 37.9206326,-122.6314069 37.920868,-122.6319222 37.9209899,-122.6320926 37.9210513,-122.6322214 37.9211169,-122.6323126 37.9211824,-122.6324321 37.9212531,-122.6325487 37.9213044,-122.6326747 37.9213327,-122.6328141 37.9213433,-122.6329772 37.9213322,-122.6331019 37.9213622,-122.6332131 37.9214242,-122.6332889 37.9215019,-122.6333747 37.9215972,-122.6334391 37.921667,-122.6335276 37.9217262,-122.633651 37.9217728,-122.6337717 37.9218024,-122.6339058 37.9218468,-122.6340345 37.9219167,-122.6342706 37.922088,-122.6345951 37.9223144,-122.6351021 37.9226678,-122.6352979 37.9227397,-122.63555 37.9228138,-122.6360087 37.923019,-122.6364071 37.9231805,-122.6368857 37.9233258,-122.6372826 37.9234852,-122.6377655 37.9237363,-122.638023 37.923895,-122.6382778 37.9240875,-122.6387932 37.9245617,-122.6389049 37.9246285,-122.6389591 37.9246609,-122.6390798 37.9247159,-122.6392058 37.9247603,-122.6393319 37.9247921,-122.639458 37.9248111,-122.6395706 37.9248047,-122.6396699 37.9247624,-122.6397664 37.9246651,-122.6398844 37.9245551,-122.6400051 37.924481,-122.6401312 37.9244683,-122.6402251 37.9244906,-122.6403109 37.9245382,-122.640386 37.9246016,-122.6404373 37.9246876,-122.6407051 37.9252132,-122.6407888 37.9253617,-122.6408326 37.9254614,-122.640863 37.9255597,-122.6408896 37.9256565,-122.6409562 37.9257727,-122.6410303 37.9258958,-122.6410731 37.9259933,-122.641115 37.9261058,-122.6411768 37.9262266,-122.6412658 37.9263629,-122.6415624 37.9266553,-122.641858 37.9269467,-122.6420735 37.9271524,-122.6422972 37.9274082,-122.6425107 37.9277158,-122.6428042 37.9280639,-122.6434179 37.9287244,-122.6437463 37.9291227,-122.644085 37.9295032,-122.6442697 37.9297752,-122.6444278 37.9300795,-122.6446228 37.9305166,-122.644733 37.930713,-122.644826 37.9308809,-122.6452198 37.9315265,-122.6452461 37.9315697,-122.6453986 37.931849,-122.6456983 37.9322651,-122.645998 37.9328204,-122.6462115 37.9331361,-122.6462977 37.9333028,-122.6463675 37.9335651,-122.6464134 37.9336819,-122.6465645 37.9338257,-122.6474738 37.9342531,-122.6483851 37.9346935,-122.6491446 37.9350367,-122.6506265 37.9357506,-122.650908 37.93577,-122.651053 37.935745,-122.651603 37.935571,-122.651877 37.935467,-122.652573 37.935329,-122.652788 37.935332,-122.652919 37.935358,-122.653361 37.9355,-122.653758 37.935644,-122.654083 37.935838,-122.654224 37.935961,-122.654432 37.936086,-122.655158 37.936387,-122.655595 37.936599,-122.656109 37.936771,-122.6566262 37.9368828,-122.656829 37.936941,-122.656922 37.937005,-122.656973 37.937114,-122.657059 37.937441,-122.657098 37.93777,-122.657207 37.937906,-122.657432 37.938104,-122.657545 37.938162,-122.657744 37.938224,-122.657878 37.938289,-122.657942 37.93834,-122.658027 37.938475,-122.658068 37.938759,-122.658146 37.938937,-122.658388 37.939364)"
